Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	DATASTORE_filetype	DATASTORE_provider	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	collected_by	collection_date	geo_loc_name	host	host_disease	isolate_name_alias	isolation_source	lat_lon	potential_contaminant	sequence_type	serovar	strain	sub_species	Consent	LibrarySource
WGS		200	PRJNA248792	SAMN06285891	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530472	0	Illumina HiSeq 2500	PAIRED	RANDOM	105332	2017-01-31	176	88	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220607	SRS1951359	SRP042645	105332.biosample	PHE	Apr-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	105332	Human	Missing	None detected	11	Salmonella Enteritidis	105332	enterica	public	GENOMIC
WGS		198	PRJNA248792	SAMN06285843	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530411	0	Illumina HiSeq 2500	PAIRED	RANDOM	301749	2017-01-31	488	223	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220546	SRS1951360	SRP042645	301749.biosample	PHE	Sep-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	301749	Human	Missing	None detected	11	Salmonella Enteritidis	301749	enterica	public	GENOMIC
WGS		196	PRJNA248792	SAMN06285841	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530413	0	Illumina HiSeq 2500	PAIRED	RANDOM	312826	2017-01-31	662	327	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220548	SRS1951361	SRP042645	312826.biosample	PHE	2016-10	United Kingdom: United Kingdom	Homo sapiens	Not available	312826	Human	Missing	None detected	11	Salmonella Enteritidis	312826	enterica	public	GENOMIC
WGS		198	PRJNA248792	SAMN06285842	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530412	0	Illumina HiSeq 2500	PAIRED	RANDOM	292970	2017-01-31	471	225	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220547	SRS1951362	SRP042645	292970.biosample	PHE	Aug-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	292970	Human	Missing	None detected	11	Salmonella Enteritidis	292970	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285903	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530473	0	Illumina HiSeq 2500	PAIRED	RANDOM	171185	2017-01-31	312	134	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220608	SRS1951363	SRP042645	171185.biosample	PHE	2015-10	United Kingdom: United Kingdom	Homo sapiens	Not available	171185	Human	Missing	None detected	183	Salmonella Enteritidis	171185	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285900	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530474	0	Illumina HiSeq 2500	PAIRED	RANDOM	142534	2017-01-31	339	157	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220609	SRS1951364	SRP042645	142534.biosample	PHE	Jul-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	142534	Human	Missing	None detected	183	Salmonella Enteritidis	142534	enterica	public	GENOMIC
WGS		198	PRJNA248792	SAMN06285902	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530475	0	Illumina HiSeq 2500	PAIRED	RANDOM	268653	2017-01-31	283	134	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220610	SRS1951365	SRP042645	268653.biosample	PHE	Jun-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	268653	Human	Missing	None detected	11	Salmonella Enteritidis	268653	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285901	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530476	0	Illumina HiSeq 2500	PAIRED	RANDOM	161812	2017-01-31	357	158	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220611	SRS1951366	SRP042645	161812.biosample	PHE	Sep-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	161812	Human	Missing	None detected	11	Salmonella Enteritidis	161812	enterica	public	GENOMIC
WGS		198	PRJNA248792	SAMN06285912	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530477	0	Illumina HiSeq 2500	PAIRED	RANDOM	310235	2017-01-31	504	233	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220612	SRS1951367	SRP042645	310235.biosample	PHE	2016-10	United Kingdom: United Kingdom	Homo sapiens	Not available	310235	Human	Missing	None detected	11	Salmonella Enteritidis	310235	enterica	public	GENOMIC
WGS		184	PRJNA248792	SAMN06285913	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530478	0	Illumina HiSeq 2500	PAIRED	RANDOM	317672	2017-01-31	580	282	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220613	SRS1951368	SRP042645	317672.biosample	PHE	2016-11	United Kingdom: United Kingdom	Homo sapiens	Not available	317672	Human	Missing	None detected	11	Salmonella Enteritidis	317672	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285911	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530479	0	Illumina HiSeq 2500	PAIRED	RANDOM	173567	2017-01-31	376	162	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220614	SRS1951369	SRP042645	173567.biosample	PHE	2015-10	United Kingdom: United Kingdom	Homo sapiens	Not available	173567	Human	Missing	None detected	11	Salmonella Enteritidis	173567	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285910	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530480	0	Illumina HiSeq 2500	PAIRED	RANDOM	101433	2017-01-31	425	186	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220615	SRS1951370	SRP042645	101433.biosample	PHE	Apr-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	101433	Human	Missing	None detected	11	Salmonella Enteritidis	101433	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285908	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530481	0	Illumina HiSeq 2500	PAIRED	RANDOM	179645	2017-01-31	338	156	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220616	SRS1951371	SRP042645	179645.biosample	PHE	2015-10	United Kingdom: United Kingdom	Homo sapiens	Not available	179645	Human	Missing	None detected	11	Salmonella Enteritidis	179645	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285909	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530482	0	Illumina HiSeq 2500	PAIRED	RANDOM	171283	2017-01-31	351	155	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220617	SRS1951372	SRP042645	171283.biosample	PHE	2015-10	United Kingdom: United Kingdom	Homo sapiens	Not available	171283	Human	Missing	None detected	11	Salmonella Enteritidis	171283	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285906	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530483	0	Illumina HiSeq 2500	PAIRED	RANDOM	154874	2017-01-31	336	161	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220618	SRS1951373	SRP042645	154874.biosample	PHE	Sep-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	154874	Human	Missing	None detected	11	Salmonella Enteritidis	154874	enterica	public	GENOMIC
WGS		193	PRJNA248792	SAMN06285905	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530484	0	Illumina HiSeq 2500	PAIRED	RANDOM	333408	2017-01-31	257	110	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220619	SRS1951374	SRP042645	333408.biosample	PHE	Jan-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	333408	Human	Missing	None detected	11	Salmonella Enteritidis	333408	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285907	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530485	0	Illumina HiSeq 2500	PAIRED	RANDOM	158990	2017-01-31	327	145	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220620	SRS1951375	SRP042645	158990.biosample	PHE	Sep-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	158990	Human	Missing	None detected	11	Salmonella Enteritidis	158990	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285904	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530486	0	Illumina HiSeq 2500	PAIRED	RANDOM	160784	2017-01-31	188	80	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220621	SRS1951376	SRP042645	160784.biosample	PHE	Sep-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	160784	Human	Missing	None detected	11	Salmonella Enteritidis	160784	enterica	public	GENOMIC
WGS		198	PRJNA248792	SAMN06285924	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530487	0	Illumina HiSeq 2500	PAIRED	RANDOM	311201	2017-01-31	467	224	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220622	SRS1951377	SRP042645	311201.biosample	PHE	2016-10	United Kingdom: United Kingdom	Homo sapiens	Not available	311201	Human	Missing	None detected	11	Salmonella Enteritidis	311201	enterica	public	GENOMIC
WGS		198	PRJNA248792	SAMN06285923	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530488	0	Illumina HiSeq 2500	PAIRED	RANDOM	287722	2017-01-31	337	161	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220623	SRS1951378	SRP042645	287722.biosample	PHE	Aug-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	287722	Human	Missing	None detected	11	Salmonella Enteritidis	287722	enterica	public	GENOMIC
WGS		197	PRJNA248792	SAMN06285922	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530489	0	Illumina HiSeq 2500	PAIRED	RANDOM	280335	2017-01-31	401	198	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220624	SRS1951379	SRP042645	280335.biosample	PHE	Jul-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	280335	Human	Missing	None detected	11	Salmonella Enteritidis	280335	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285921	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530490	0	Illumina HiSeq 2500	PAIRED	RANDOM	161950	2017-01-31	354	152	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220625	SRS1951380	SRP042645	161950.biosample	PHE	Sep-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	161950	Human	Missing	None detected	11	Salmonella Enteritidis	161950	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285920	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530491	0	Illumina HiSeq 2500	PAIRED	RANDOM	106555	2017-01-31	313	149	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220626	SRS1951381	SRP042645	106555.biosample	PHE	Apr-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	106555	Human	Missing	None detected	11	Salmonella Enteritidis	106555	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285915	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530492	0	Illumina HiSeq 2500	PAIRED	RANDOM	20901	2017-01-31	204	86	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220627	SRS1951382	SRP042645	20901.biosample	PHE	Jun-2014	United Kingdom: United Kingdom	Homo sapiens	Not available	20901	Human	Missing	None detected	11	Salmonella Enteritidis	20901	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285917	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530494	0	Illumina HiSeq 2500	PAIRED	RANDOM	152435	2017-01-31	256	115	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220629	SRS1951384	SRP042645	152435.biosample	PHE	Aug-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	152435	Human	Missing	None detected	11	Salmonella Enteritidis	152435	enterica	public	GENOMIC
WGS		198	PRJNA248792	SAMN06285918	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530495	0	Illumina HiSeq 2500	PAIRED	RANDOM	280283	2017-01-31	353	172	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220630	SRS1951385	SRP042645	280283.biosample	PHE	Jul-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	280283	Human	Missing	None detected	11	Salmonella Enteritidis	280283	enterica	public	GENOMIC
WGS		196	PRJNA248792	SAMN06285919	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530496	0	Illumina HiSeq 2500	PAIRED	RANDOM	304406	2017-01-31	367	162	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220631	SRS1951386	SRP042645	304406.biosample	PHE	Sep-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	304406	Human	Missing	None detected	11	Salmonella Enteritidis	304406	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285934	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530497	0	Illumina HiSeq 2500	PAIRED	RANDOM	157257	2017-01-31	387	180	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220632	SRS1951387	SRP042645	157257.biosample	PHE	Sep-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	157257	Human	Missing	None detected	11	Salmonella Enteritidis	157257	enterica	public	GENOMIC
WGS		197	PRJNA248792	SAMN06285935	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530498	0	Illumina HiSeq 2500	PAIRED	RANDOM	318525	2017-01-31	496	247	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220633	SRS1951388	SRP042645	318525.biosample	PHE	2016-11	United Kingdom: United Kingdom	Homo sapiens	Not available	318525	Human	Missing	None detected	11	Salmonella Enteritidis	318525	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285932	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530499	0	Illumina HiSeq 2500	PAIRED	RANDOM	164974	2017-01-31	399	182	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220634	SRS1951389	SRP042645	164974.biosample	PHE	Sep-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	164974	Human	Missing	None detected	11	Salmonella Enteritidis	164974	enterica	public	GENOMIC
WGS		195	PRJNA248792	SAMN06285933	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530500	0	Illumina HiSeq 2500	PAIRED	RANDOM	323849	2017-01-31	386	192	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220635	SRS1951390	SRP042645	323849.biosample	PHE	2016-12	United Kingdom: United Kingdom	Homo sapiens	Not available	323849	Human	Missing	None detected	11	Salmonella Enteritidis	323849	enterica	public	GENOMIC
WGS		197	PRJNA248792	SAMN06285931	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530501	0	Illumina HiSeq 2500	PAIRED	RANDOM	272463	2017-01-31	372	202	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220636	SRS1951391	SRP042645	272463.biosample	PHE	Jul-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	272463	Human	Missing	None detected	11	Salmonella Enteritidis	272463	enterica	public	GENOMIC
WGS		180	PRJNA248792	SAMN06285926	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530502	0	Illumina HiSeq 2500	PAIRED	RANDOM	262762	2017-01-31	280	131	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220637	SRS1951392	SRP042645	262762.biosample	PHE	Jun-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	262762	Human	Missing	None detected	11	Salmonella Enteritidis	262762	enterica	public	GENOMIC
WGS		197	PRJNA248792	SAMN06285925	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530503	0	Illumina HiSeq 2500	PAIRED	RANDOM	285855	2017-01-31	242	114	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220638	SRS1951393	SRP042645	285855.biosample	PHE	Aug-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	285855	Human	Missing	None detected	11	Salmonella Enteritidis	285855	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285928	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530504	0	Illumina HiSeq 2500	PAIRED	RANDOM	195755	2017-01-31	333	151	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220639	SRS1951394	SRP042645	195755.biosample	PHE	2015-12	United Kingdom: United Kingdom	Homo sapiens	Not available	195755	Human	Missing	None detected	11	Salmonella Enteritidis	195755	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285927	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530505	0	Illumina HiSeq 2500	PAIRED	RANDOM	164912	2017-01-31	306	139	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220640	SRS1951395	SRP042645	164912.biosample	PHE	Sep-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	164912	Human	Missing	None detected	11	Salmonella Enteritidis	164912	enterica	public	GENOMIC
WGS		198	PRJNA248792	SAMN06285930	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530506	0	Illumina HiSeq 2500	PAIRED	RANDOM	306661	2017-01-31	402	183	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220641	SRS1951396	SRP042645	306661.biosample	PHE	2016-10	United Kingdom: United Kingdom	Homo sapiens	Not available	306661	Human	Missing	None detected	11	Salmonella Enteritidis	306661	enterica	public	GENOMIC
WGS		198	PRJNA248792	SAMN06285929	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530507	0	Illumina HiSeq 2500	PAIRED	RANDOM	291730	2017-01-31	363	176	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220642	SRS1951397	SRP042645	291730.biosample	PHE	Aug-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	291730	Human	Missing	None detected	11	Salmonella Enteritidis	291730	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285943	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530510	0	Illumina HiSeq 2500	PAIRED	RANDOM	181039	2017-01-31	369	174	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220645	SRS1951398	SRP042645	181039.biosample	PHE	2015-10	United Kingdom: United Kingdom	Homo sapiens	Not available	181039	Human	Missing	None detected	11	Salmonella Enteritidis	181039	enterica	public	GENOMIC
WGS		196	PRJNA248792	SAMN06285942	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530511	0	Illumina HiSeq 2500	PAIRED	RANDOM	296623	2017-01-31	403	180	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220646	SRS1951399	SRP042645	296623.biosample	PHE	Sep-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	296623	Human	Missing	None detected	11	Salmonella Enteritidis	296623	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285936	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530512	0	Illumina HiSeq 2500	PAIRED	RANDOM	243838	2017-01-31	296	138	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220647	SRS1951400	SRP042645	243838.biosample	PHE	Apr-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	243838	Human	Missing	None detected	11	Salmonella Enteritidis	243838	enterica	public	GENOMIC
WGS		197	PRJNA248792	SAMN06285950	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530513	0	Illumina HiSeq 2500	PAIRED	RANDOM	287745	2017-01-31	324	154	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220648	SRS1951401	SRP042645	287745.biosample	PHE	Aug-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	287745	Human	Missing	None detected	11	Salmonella Enteritidis	287745	enterica	public	GENOMIC
WGS		199	PRJNA248792	SAMN06285948	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530515	0	Illumina HiSeq 2500	PAIRED	RANDOM	310158	2017-01-31	238	126	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220650	SRS1951402	SRP042645	310158.biosample	PHE	2016-10	United Kingdom: United Kingdom	Homo sapiens	Not available	310158	Human	Missing	None detected	11	Salmonella Enteritidis	310158	enterica	public	GENOMIC
WGS		199	PRJNA248792	SAMN06285946	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530514	0	Illumina HiSeq 2500	PAIRED	RANDOM	266963	2017-01-31	248	112	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220649	SRS1951403	SRP042645	266963.biosample	PHE	Jun-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	266963	Human	Missing	None detected	11	Salmonella Enteritidis	266963	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285940	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530517	0	Illumina HiSeq 2500	PAIRED	RANDOM	163143	2017-01-31	333	146	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220652	SRS1951404	SRP042645	163143.biosample	PHE	Sep-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	163143	Human	Missing	None detected	11	Salmonella Enteritidis	163143	enterica	public	GENOMIC
